date,open,close,high,low,volume,amount,amplitude,change_pct,change_val,turnover
2005-12-30,933.45,923.45,934.00,921.83,15600251,8517980122.00,1.31,-0.92,-8.58,0.05
2006-01-18,964.16,983.62,984.67,963.08,20823518,10389841771.00,2.24,2.00,19.33,0.06
2006-02-13,1034.38,1031.61,1034.64,1021.84,22157298,11454695538.00,1.24,-0.07,-0.73,0.07
2006-02-28,1046.71,1053.01,1053.72,1033.66,19353267,10427830678.00,1.91,0.49,5.17,0.06
2006-03-15,1018.15,1028.96,1028.96,1017.08,14842068,7822300458.00,1.17,1.05,10.69,0.05
2006-03-30,1065.84,1055.63,1067.99,1055.14,22012494,12089930817.00,1.21,-0.91,-9.66,0.07
2006-04-14,1091.69,1118.61,1118.67,1091.67,33527962,16782531968.00,2.47,2.26,24.68,0.10
2006-05-08,1179.58,1218.44,1218.86,1179.58,44912821,26536314891.00,3.35,3.93,46.09,0.14
2006-05-23,1365.10,1317.65,1365.10,1316.55,56872388,32747751170.00,3.53,-4.08,-56.02,0.17
2006-06-07,1398.18,1320.23,1398.18,1319.70,52047647,31076290204.00,5.61,-5.64,-78.91,0.16
2006-06-22,1331.93,1331.55,1341.73,1326.15,25953157,14642393269.00,1.17,-0.15,-1.98,0.08
2006-07-07,1423.72,1410.43,1426.40,1405.99,33556176,22529571028.00,1.44,-0.58,-8.25,0.10
2006-07-24,1340.28,1358.12,1359.56,1327.90,19966190,12517728783.00,2.33,0.15,2.09,0.06
2006-08-08,1225.04,1252.39,1252.39,1225.04,14250481,8387431317.00,2.23,2.31,28.29,0.04
2006-08-23,1284.82,1285.68,1294.82,1282.84,19092875,12215591075.00,0.93,0.03,0.41,0.06
2006-09-07,1348.17,1328.38,1348.28,1323.98,21886449,13054999552.00,1.80,-1.34,-17.99,0.07
2006-09-22,1389.87,1374.85,1393.53,1373.94,28265042,18173169466.00,1.41,-0.90,-12.52,0.09
2006-10-13,1424.30,1430.88,1436.10,1420.96,28295156,16770803951.00,1.06,0.31,4.38,0.09
2006-10-30,1436.66,1446.24,1446.24,1428.33,35320452,19874454982.00,1.24,0.50,7.19,0.11
2006-11-14,1475.44,1493.78,1493.88,1453.26,36307885,22029308293.00,2.75,1.22,18.00,0.11
2006-11-29,1617.69,1667.14,1672.91,1604.81,45578411,30895012009.00,4.14,1.41,23.13,0.14
2006-12-14,1807.08,1836.14,1836.19,1805.20,47206227,33323930871.00,1.72,1.79,32.28,0.14
2006-12-29,1991.88,2041.05,2052.86,1991.88,73851947,55716388327.00,3.08,3.09,61.12,0.23
2007-01-18,2292.17,2317.09,2325.53,2240.21,78648606,69894972894.00,3.70,0.35,8.16,0.24
2007-02-02,2397.06,2298.00,2403.62,2293.28,59377154,53535112102.00,4.61,-4.06,-97.17,0.18
2007-02-26,2679.26,2707.68,2710.30,2641.12,74531560,70981612303.00,2.58,1.16,30.94,0.23
2007-03-13,2620.72,2640.17,2641.63,2605.23,65788908,62061191754.00,1.39,0.92,24.00,0.20
2007-03-28,2787.24,2797.65,2806.08,2689.11,112209970,112146081864.00,4.20,0.49,13.63,0.34
2007-04-12,3129.25,3176.44,3176.69,3114.91,92535186,118434112266.00,1.98,1.77,55.12,0.28
2007-04-27,3499.94,3470.52,3503.89,3436.00,80698636,113722809802.00,1.94,-0.66,-23.06,0.25
2007-05-21,3650.80,3831.44,3843.84,3643.08,98478650,145129793994.00,5.32,1.45,54.81,0.30
2007-06-05,3407.00,3634.63,3635.15,3246.73,113768038,150764921394.00,11.06,3.51,123.20,0.35
2007-06-20,4268.65,4157.60,4292.20,4138.33,86863015,141060757569.00,3.62,-2.24,-95.40,0.27
2007-07-05,3688.31,3537.44,3706.60,3535.04,43225527,61324055987.00,4.58,-5.51,-206.14,0.13
2007-07-20,3808.08,3971.88,3971.89,3808.08,55271121,81556214966.00,4.30,4.33,164.88,0.17
2007-08-06,4642.78,4703.98,4704.19,4623.49,76164271,136599019538.00,1.75,2.30,105.60,0.23
2007-08-20,4749.20,4885.43,4885.83,4747.27,67812204,119259346490.00,2.99,5.59,258.85,0.21
2007-09-04,5421.25,5360.33,5429.21,5333.49,79914832,147686666917.00,1.77,-1.09,-58.84,0.24
2007-09-19,5487.38,5419.27,5498.59,5385.42,55880065,110132780632.00,2.07,-1.05,-57.57,0.17
2007-10-11,5695.13,5760.08,5761.22,5650.10,65141101,137428901787.00,1.95,1.31,74.32,0.20
2007-10-26,5279.10,5394.81,5428.58,5266.37,35895965,77283751807.00,3.04,1.14,61.02,0.11
2007-11-12,4916.82,4978.25,5018.11,4795.43,38413922,75901043266.00,4.42,-1.24,-62.27,0.12
2007-11-27,4759.01,4711.15,4806.83,4708.80,20886840,44831910258.00,2.04,-1.85,-88.93,0.06
2007-12-12,5108.58,5077.39,5130.72,5033.72,39828251,83753500021.00,1.89,-1.22,-62.61,0.12
2007-12-27,5286.98,5367.53,5367.53,5260.10,52345018,109216836244.00,2.04,1.95,102.50,0.16
2008-01-15,5743.43,5696.45,5754.11,5652.04,50886608,119673141932.00,1.78,-0.62,-35.31,0.16
2008-01-30,4817.16,4710.65,4858.10,4606.14,34098976,72219233312.00,5.29,-1.08,-51.43,0.10
2008-02-21,4878.57,4876.03,4924.45,4796.10,33403616,67932116459.00,2.61,-0.67,-32.69,0.10
2008-03-07,4641.75,4621.69,4693.21,4597.01,28690945,60552444836.00,2.05,-1.35,-63.34,0.09
2008-03-24,4086.07,3857.09,4103.57,3857.09,35842438,63943570220.00,6.10,-4.48,-180.74,0.11
2008-04-09,3857.27,3688.12,3911.70,3687.60,38997168,64555767429.00,5.76,-5.22,-202.94,0.12
2008-04-24,3739.32,3774.50,3781.48,3659.73,96574896,149394569187.00,3.53,9.29,320.77,0.30
2008-05-13,3786.53,3851.69,3923.17,3778.72,50338012,79847321451.00,3.70,-1.36,-53.23,0.15
2008-05-28,3583.28,3676.23,3698.00,3561.73,31034914,49994772624.00,3.81,2.80,100.03,0.10
2008-06-13,3087.34,2979.12,3108.99,2975.66,25319837,33193994622.00,4.32,-3.42,-105.51,0.08
2008-06-27,2886.18,2816.02,2899.84,2787.25,40886556,49324841031.00,3.78,-5.53,-164.89,0.13
2008-07-14,2927.24,2975.87,2996.59,2917.02,34575043,43920558758.00,2.69,0.76,22.37,0.11
2008-07-29,2921.25,2905.63,2921.25,2881.05,36036275,42192023708.00,1.36,-1.87,-55.22,0.11
2008-08-13,2427.50,2444.67,2466.09,2369.58,27551711,27480615871.00,3.95,0.02,0.51,0.08
2008-08-28,2325.26,2335.86,2363.56,2316.68,20400291,21711091860.00,2.02,0.45,10.57,0.06
2008-09-12,2071.06,2077.85,2102.98,2066.44,19197020,17652324498.00,1.76,0.28,5.72,0.06
2008-10-07,2043.92,2102.45,2136.12,2024.65,43065325,41512000958.00,5.24,-1.23,-26.25,0.13
2008-10-22,1854.60,1833.32,1887.31,1832.45,32968572,26562835681.00,2.92,-2.56,-48.09,0.10
2008-11-06,1648.13,1649.78,1661.44,1638.34,30784179,21547045143.00,1.37,-2.46,-41.64,0.09
2008-11-21,1872.27,1920.73,1968.89,1835.09,83049329,66124274844.00,6.92,-0.61,-11.70,0.25
2008-12-08,2040.47,2095.04,2095.47,2033.98,107607131,89176050245.00,3.05,4.07,81.86,0.33
2008-12-23,2019.23,1918.95,2019.23,1918.43,63590464,50825766644.00,5.00,-4.89,-98.60,0.19
2009-01-09,1886.49,1918.36,1923.42,1886.49,47407216,41511211439.00,1.96,1.61,30.37,0.15
2009-02-02,2052.44,2057.06,2059.34,2029.72,51453906,46126546742.00,1.46,1.20,24.38,0.16
2009-02-17,2460.57,2385.29,2470.62,2384.79,141014991,137971308088.00,3.49,-3.13,-76.96,0.43
2009-03-04,2150.24,2285.15,2290.94,2150.24,110750033,105872088843.00,6.57,6.68,143.00,0.34
2009-03-19,2337.52,2382.56,2386.23,2331.26,97318766,101348435416.00,2.36,2.14,49.91,0.30
2009-04-03,2597.92,2570.50,2612.37,2555.61,123655216,131075730846.00,2.20,-0.23,-5.90,0.38
2009-04-21,2670.28,2675.44,2697.72,2634.53,108185252,118473952840.00,2.33,-1.19,-32.23,0.33
2009-05-06,2721.82,2764.98,2771.21,2713.54,105806650,118232079901.00,2.11,1.39,37.97,0.32
2009-05-21,2795.83,2750.01,2808.29,2735.77,85535394,102875828167.00,2.58,-2.23,-62.85,0.26
2009-06-09,2948.95,2960.56,2960.90,2892.72,91989886,108747415613.00,2.31,0.41,12.08,0.28
2009-06-24,3079.50,3120.73,3121.21,3068.24,109424313,132431167614.00,1.72,1.19,36.83,0.33
2009-07-09,3348.22,3396.30,3396.48,3334.68,113081523,148249544332.00,1.84,1.31,44.03,0.35
2009-07-24,3672.21,3667.56,3687.49,3591.88,127979352,182205122628.00,2.62,0.43,15.59,0.39
2009-08-10,3589.72,3544.54,3613.46,3485.36,84870681,126564928658.00,3.60,-0.30,-10.55,0.26
2009-08-25,3210.85,3109.83,3210.85,3019.12,97530139,128446120873.00,5.94,-3.71,-119.77,0.30
2009-09-09,3188.31,3194.91,3207.39,3143.74,91191155,131813702373.00,2.01,0.75,23.94,0.28
2009-09-24,3041.82,3080.93,3122.05,2989.24,65152102,86891307312.00,4.34,0.68,20.86,0.20
2009-10-19,3238.85,3329.16,3330.79,3231.81,77683143,113841454115.00,3.05,2.70,87.45,0.24
2009-11-03,3402.53,3435.43,3447.48,3397.25,83791098,115935434869.00,1.48,1.26,42.63,0.26
2009-11-18,3633.85,3630.23,3652.81,3612.79,89226283,119034890321.00,1.10,0.05,1.88,0.27
2009-12-03,3596.95,3590.88,3603.12,3551.48,89978572,128562629236.00,1.44,-0.18,-6.45,0.28
2009-12-18,3450.04,3391.74,3453.35,3385.68,66111015,89137672408.00,1.94,-2.54,-88.41,0.20
2010-01-05,3545.19,3564.04,3577.53,3497.66,85809641,128302442618.00,2.26,0.81,28.81,0.26
2010-01-20,3512.25,3394.43,3515.45,3387.82,92495146,128416164613.00,3.64,-3.22,-113.05,0.28
2010-02-04,3206.43,3218.80,3242.52,3190.44,58972726,75466552963.00,1.61,-0.37,-11.92,0.18
2010-02-26,3286.09,3281.67,3301.15,3273.69,52107288,70171666128.00,0.83,-0.32,-10.46,0.16
2010-03-12,3277.31,3233.13,3284.26,3232.12,39957344,52611210820.00,1.59,-1.33,-43.58,0.12
2010-03-29,3295.76,3358.54,3363.60,3293.67,84724910,110326973484.00,2.14,2.55,83.54,0.26
2010-04-14,3394.64,3403.71,3404.52,3377.44,60306131,90787568716.00,0.80,0.35,11.99,0.18
2010-04-29,3114.94,3060.06,3130.70,3059.80,48260971,69250868103.00,2.29,-1.20,-37.29,0.15
2010-05-17,2828.88,2714.72,2828.88,2712.44,52166847,62395513473.00,4.06,-5.35,-153.30,0.16
2010-06-01,2755.28,2744.16,2782.29,2710.59,44851426,53230913831.00,2.59,-1.05,-29.10,0.14
2010-06-21,2698.98,2780.66,2784.47,2686.32,55261482,62809190519.00,3.64,3.13,84.49,0.17
2010-07-06,2504.87,2562.90,2563.41,2502.93,39714762,38976836519.00,2.41,2.00,50.25,0.12
2010-07-21,2744.70,2747.33,2766.21,2733.72,70757092,73734684585.00,1.19,0.21,5.83,0.22
2010-08-05,2874.66,2850.83,2877.31,2833.67,67157581,73038457567.00,1.52,-0.89,-25.60,0.21
2010-08-20,2943.33,2898.33,2951.96,2892.64,71663306,82298173112.00,2.01,-1.93,-57.07,0.22
2010-09-06,2935.89,2975.09,2980.42,2935.89,93855681,110466116424.00,1.52,1.88,54.88,0.29
2010-09-21,2859.43,2857.48,2869.38,2844.12,35751881,44742025248.00,0.89,0.27,7.65,0.11
2010-10-18,3345.80,3306.16,3390.01,3288.78,217882051,267884370339.00,3.04,-0.65,-21.52,0.67
2010-11-02,3484.23,3463.13,3522.18,3449.72,154911450,233976228513.00,2.09,-0.28,-9.87,0.47
2010-11-17,3124.11,3103.91,3168.93,3087.51,83258080,118981231625.00,2.57,-2.07,-65.63,0.25
2010-12-02,3185.76,3155.06,3194.23,3154.32,61023908,89764278070.00,1.27,0.61,19.04,0.19
2010-12-17,3229.30,3225.66,3232.84,3212.58,44919147,65697259729.00,0.63,-0.16,-5.01,0.14
2011-01-04,3155.56,3189.68,3194.36,3143.60,85410440,129159620771.00,1.62,1.96,61.42,0.26
2011-01-18,2965.42,2977.65,2984.47,2947.60,42964564,54652416480.00,1.24,0.11,3.30,0.13
2011-02-09,3055.40,3040.95,3087.55,3031.75,60394145,78148356164.00,1.81,-1.18,-36.33,0.18
2011-02-24,3170.24,3190.94,3195.69,3157.97,66486893,94908281477.00,1.19,0.51,16.20,0.20
2011-03-11,3263.08,3247.38,3290.70,3240.18,67208335,100306077088.00,1.54,-1.00,-32.88,0.21
2011-03-28,3307.41,3290.57,3328.07,3286.86,97684300,139030083023.00,1.25,-0.12,-3.91,0.30
2011-04-14,3374.32,3353.56,3378.70,3347.49,88972241,107491228060.00,0.93,-0.55,-18.47,0.27
2011-04-29,3161.16,3192.72,3193.60,3147.14,53683065,63455814284.00,1.47,0.98,30.94,0.16
2011-05-17,3097.07,3116.03,3136.23,3076.95,51203731,65417943732.00,1.91,0.50,15.57,0.16
2011-06-01,2996.08,3004.17,3006.56,2985.71,38419327,49060076491.00,0.69,0.09,2.61,0.12
2011-06-17,2916.41,2892.16,2934.06,2891.01,41176530,51647156163.00,1.48,-0.87,-25.42,0.13
2011-07-04,3064.94,3121.98,3124.58,3064.94,80464031,102679821385.00,1.96,2.37,72.23,0.25
2011-07-19,3108.47,3095.12,3109.92,3088.38,53388709,68506068928.00,0.69,-0.88,-27.48,0.16
2011-08-03,2930.19,2954.87,2969.13,2927.10,38668362,49593983761.00,1.42,-0.05,-1.51,0.12
2011-08-18,2887.10,2834.25,2890.00,2832.27,40768883,45784423192.00,2.00,-1.79,-51.76,0.12
2011-09-02,2828.84,2803.85,2836.62,2790.77,29317116,31960598827.00,1.62,-1.08,-30.68,0.09
2011-09-20,2675.04,2689.84,2702.28,2664.10,25598681,27274347411.00,1.43,0.39,10.57,0.08
