标题,发布时间,内容,浏览量,来源列表页,链接
孜孜导员路   精心育生魂, 发布时间: 2019-07-30,"
——记我校机械工程学院优秀辅导员秦美娜事迹
秦美娜，中共党员，现任山东工程职业技术大学机械工程学院辅导员、
党总支委员、
学管科党支部书记、科长。她从
2011年参加工作以来，辛勤耕耘在学生管理和思想政治工作的第一线，她把自己的“情”和“爱”奉献给了学生，成为学生成长的领航人。
信念坚定

立德树人
秦美娜自加入中国共产党后，特别是担任党支部书记后，更加坚定了共产主义理想信念，并把实现个人理想与
“中国梦”紧密联系在一起，她在日记中写到：“我要做一名优秀的大学生辅导员，做一名优秀的思想教育工作者，为学生的成长保驾护航。”

在日常工作中，
她用党员标准严格要求自己，加强师德修养，为学生成长树立了良好形象
。
她重视学生的思想政治工作，通过发挥党支部的战斗堡垒作用和师生党员的模范带头作用，加强学生的思想道德建设。如通过班会，及时向学生宣传新形势、新政策，解答学生提出的各种思想问题。再如，通过开展
“向父母写一封家书”、“诚信教育”、“科技创新教育”、“社会志愿者服务”等系列活动，引导学生践行社会主义核心价值观，帮助学生树立正确的世界观、人生观、价值观。
积极探索

创新学管模式
秦美娜在担任学管科科长后，紧密结合高职院校大学生的特点，积极探索新的学生管理模式。她创建了自己的微信公众号
——“娜点事”，对学生身边的大小事进行剖析和点评，通过交流增进师生感情。她建立了家长微信群、发放了新生服务卡，通过网络加强学校和家长之间的交流，及时把学生的在校表现情况向家长反馈，让家长参与管理和教育工作。她还充分发挥班干部、学生会干部、宿舍长的作用，引导学生自我教育和自我管理。从而形成了社会、学校、家庭和学生有机结合的“四位一体”学管新模式。
育人为本

关爱学生
辅导员的工作是琐碎而平凡的，但却是最重要的。日常点滴的思想政治工作，往往在潜移默化中影响着学生的言行举止。在教室、宿舍和办公室里，人们经常看到秦美娜老师与学生促膝谈心的场景。学生有了思想、情感、生活等方面问题都愿意找她谈，她被同学们亲切的称为
“知心姐姐”。
2015年10月，一名学生不幸患有肾衰竭，病情非常危急。秦美娜了解情况后，及时安排学生住院，当她得知该生家庭非常困难时，一方面为学生跑医疗保险，另一方面倡议全校师生为其捐款，她还联合章丘电视台进行募捐宣传，累计捐款金额达一万多元，为生病学生解决了医疗费问题，该生和家长一再表示感谢。
忘我工作

无私奉献
了解高校情况的人都知道，做辅导员工作是非常辛苦的，他们需要
24小时住校，24小时不关手机，为得是在第一时间处理学生中的各类问题。
2014年9月开学后，怀有身孕的秦美娜，仍然选择了给新生班当辅导员，继续坚守在学管第一线。休完产假回校后的她，孩子还在哺乳期，辅导员每天中午不能回家，晚上查完宿舍会到很晚，怎么办？为了不影响工作，她毫不犹豫的把孩子接到学校，住进学生宿舍。在孩子一岁半的时候，她下狠心把孩子送回了烟台老家，一心扑在学生身上，当夜深人静的时候，她压抑不住思念孩子的心情。她把自己的“情”和“爱”都奉献给了学生，把陪伴孩子的时间都用来陪伴学生。
扎根一线


事迹感人
秦美娜对工作认真负责和无私奉献的精神，受到了学
校
领导和广大师生的普遍赞誉。
2014至2018年她
连续五年被评为
校级
“优秀教职工”
，
2013年荣获
校级
“十佳辅导员”荣誉称号
，
2016年指导学生参加“全国首届学宪法讲宪法”演讲比赛荣获优秀指导老师
，
2017年荣获“山东省高校优秀辅导员”荣誉称号。在连续
九
年的辅导员生涯里，她为学生的成长付出了全部的心血和汗水。她所带班级多次获得省市级荣誉：
2011级机电一体化技术2班、2013级实验班荣获省级先进班集体荣誉称号，2014级数控1班荣获“济南市优秀团支部”荣誉称号。
作者：机械工程学院

文化宣传处

编辑：赵珣

编审：魏本江

",,15,https://www.suet.edu.cn/info/1026/2598.htm
我校鼎利学院实施校企深度融合双主体育人模式, 发布时间: 2019-07-31,"
为了培养社会急需的高层次技术技能型人才，山东工程职业技术大学作为全国首批本科层次职业教育试点院校，不断加强内涵建设，持续推动校企合作深度融合，在与多家企业合作共建专业、共建二级学院方面已经走出了一条比较成熟的路子。
鼎利学院是山东工程职业技术大学与珠海世纪鼎利科技股份有限公司全面深度合作共建的二级学院。学院不断探索校企深度融合、发挥校企育人优势，双方在合作共建生产性实训基地、共同打造双师队伍、共建课程资源等方面进行了尝试探索，切实发挥了校企双主体育人作用。
鼎利学院成立两年以来，已经逐步形成了鼎利学院的特色优势，为培养行业
企业
所需人才提供了保障。
一、校企深度融合实现产教一体化
根据《国务院关于加快发展现代职业教育的决定》及《国务院办公厅关于深化产教融合的若干意见》等文件精神，我校加快推动职业教育改革，推动校企合作，
2017年与企业共建了鼎利学院。
教育部等六部门
下发
《职业学校校企合作促进办法》、《国务院关于印发国家职业教育改革实施方案的通知》、
山东

工业信息化厅、省财政厅
等部门下发
《关于办好新时代职业教育的十条意见》
、
国务院办公厅印发《职业技能提升行动方案
(2019-2021年)》的系列文件
之后
，
校企双方认真贯彻落实文件精神，结合
鼎利学院
的实际，不断深化校企合作工匠育人模式，
踏出了一条特色
发展
之路。
校企双方充分发挥合作优势，引入先进办学理念，通过资源整合，把产业项目转化为教学案例；依托生产性实训基地，承接具有行业代表性的真实项目；采用
“精讲多练”的教学方法
，
“边学习边实践，再学习再实践”的学习模式，培养行业所需的高
层次
技术技能人才。
比如我校的移动通信技术专业，在培养过程中，把行业标准纳入人才培养方案，移动通信平台运营维护实训中心的实训设备采用了华为的设备，并按照行业标准进行安装，实现了专业和产业对接、学习内容与工作内容对接、实训设备与
生产
设备的对接。
2019年1月，为了建成校内生产自动化车间，校企双方共同搭建了工业机器人自动化生产线，真正引入企业生产性项目，在校内建成了生产性实训中心，把真实生产环境搬进了校园，真正实现了产教融合，有力保障了我校工业机器人专业人才的培养质量。
鼎利学院一期项目校企双方共投入近
4000万，合作共建了包括工业机器人应用维护实训中心、移动通信平台运营维护实训中心、移动通信网络优化实训中心、移动应用开发实训中心、物联网应用开发实训中心、电子商务创新创业实训中心等6个实训中心。
二、校企尝试探索实践
“UBL教学模式”
鼎利学院
实施
由世纪鼎利教育研究院推行的
“UBL教学模式”。UBL教学模式由“教育云、产业云”构成，以超级混合式构建教育紧密衔接产业的人才生态系统。采用“把产业真实项目转换为教学案例”的表现形式，“实训+实习”的教学形态，“做中学”的教学方式。通过仿真案例及实训，积累真实的项目经验，让学生毕业即带有一年的工作经验走进职场，实现高起点、高薪资就业。
UBL教学模式把学生在校的学习过程分为技能储备、仿真实训、岗位实训、实习就业等不同阶段，每一个阶段都设有不同的考核标准，分别采用不同的教学方法，以期达到最佳效果。
比如鼎利学院的电子商务专业在人才培养过程中，把电商企业具体项目引入教学实训过程，采用真实平台，通过分组实训教学的形态，学生边做电子商务真实项目，边在企业导师的指导下进行实训，实现了
“做中学”。从2017年7月至今，鼎利学院在电子商务创新创业实训中心已成功开办“精英班”两期，培养电子商务实用型人才35名，并向电子商务行业发展领军城市如杭州、义乌等地输送优质人才，从事淘宝、天猫、京东、跨境电商运营等各大电商平台的运营、美工、客服工作，得到行业企业的一致认可。
三、校企共
建
双师队伍保障高质量教学
根据《中国制造
2025山东省行动纲要》、《山东省制造业“十三五”发展规划》、《山东省“十三五”战略性新兴产业发展规划》、《济南市十大千亿产业振兴计划》及《山东省新旧动能转换重大工程实施规划》等文件精神，本着立足济南，服务山东的服务面向，鼎利学院实时对专业进行了调整，设立了工业机器人技术、物联网应用技术、移动应用开发、移动通信技术和电子商务5个专业，分别面向高端装备、新一代信息技术和现代服务业培养高
层次
技术技能人才。
为支持专业人才培养，校企双方共同制定了《
“双师”计划培养方案》，并于2018年启动。通过校内实训中心培训和企业挂职锻炼相结合的形式，把专业项目培训、企业管理、企业文化培训、省级暑期教师培训和教师资格培训等项目有机结合，使我院校企教师双师比例增加到85%。
鼎利学院不断推动校企合作，产教融合，在两年的发展过程中，人才培养质量优势已经逐步显现：
17级蒋旭、刘雨峰、满孝通三位同学参加了2018年山东省职业院校技能大赛（高职学生组）“HTML5交互融媒体内容设计与制作”竞赛项目荣获省
级
三等奖；
17级计算机应用专业满孝通、周纪坤两位同学被选拔为全国“彩虹计划”学习的正式学员。
“校企合作，产教融合，共育良才”是职业教育发展的必由之路。我们坚信“校企合作、产教融合的发展道路必将越走越宽广！
作者：鼎利学院

薄金龙

编辑：赵珣

编审：魏本江




",,15,https://www.suet.edu.cn/info/1026/2597.htm
山东工程职业技术大学特色专科专业介绍——鼎利（互联网+）学院电子商务, 发布时间: 2019-08-01,"
1.
培养目标
本专业面向互联网和相关服务业、批发业、零售业等行业的销售人员、商务咨询服务人员等职业群，
培养
能够从事营销推广、运营管理、客户服务工作的高层次技术技能人才。
2.
主干课程
淘宝运营、速卖通店铺操作运营、店铺美工、
WISH店铺运营、京东店铺操作、摄影摄像、视频编辑、网络营销、客户服务与管理、电子商务数据分析与应用、移动商务。
3.
实训条件
电子商务创新创业实训中心配置了惠普一体机
100台，安装了电子商务师职业三级、四级教学资源系统、微擎移动营销系统、微擎移动商城与分销系统、微擎移动电商实验系统实训系统。建有青年创业实训平台、电子商务创业实战平台、企业经营基础模拟沙盘、供求关系管理模拟沙盘。同时拥有阿里巴巴、京东、亚马逊等真实店铺作为教学实训平台，能够满足电子商务专业（电子商务平台应用方向）淘宝运营、速卖通店铺操作运营、店铺美工、WISH店铺运营、京东店铺操作运营等专业核心课程的教学实训工作。
4.
优势特色
实训教学由使用模拟实训平台过渡到了真实平台实训。充分发挥校企合作优势，把阿里巴巴、京东、亚马逊等真实店铺作为教学实训平台，实现了教学平台与工作平台对接、实训内容与工作内容对接。学生在就业创业导师的指导下，分跨境电商、京东商城等五个方向，把真实项目引入实训室，通过淘宝开店流程和运营技巧、京东开店流程和运营技巧、店铺首页和详情页制作、
WISH开店流程和运营技巧、速卖通开店流程和运营技巧、跨境店铺创业孵化、内贸店铺创业孵化等实训项目的强化训练，实现工作
过程
和教学
过程
的无缝
对
接。
",,15,https://www.suet.edu.cn/info/1026/2595.htm
我校基础教学部的教学特色与优势, 发布时间: 2019-08-01,"
我校
基础教学部成立于
2004年，是
学
校最早成立的院（部）之一。
2015年1月，经过学校优化整合，与原外国语学院合并为现在的基础教学部，现有数学教研室、思政教研室、体育教研室、文史教研室、中职数理教研室（数学建模指导室）、就业指导教研室、大学英语教研室、中职英语教研室、专业英语教研室等9个教研室，
共承担我校
20余门公共基础课程的教学任务。
一、教学团队实力雄厚，教科研成绩硕果累累
基础教学部拥有一支敬业精神强、教学效果好、吃苦耐劳、团结协作、充满生机与活力的师资队伍，队伍成员
学科背景多样，
在
年龄、学历、
职称等各
方面
，
结构科学合理
。
在部门领导的正确领导下，经过十余年教学经验的积累，基础教学部各方面成绩斐然。荣获山东省教学成果三等奖
1项；山东省高校微课教学比赛二等奖1项；山东省教育科学研究优秀成果奖三等奖2项；
山东省大学生竞赛
“优秀组织工作奖”1项；
山东省高校思想政治教育工作先进集体
1项；山东省济南市团委“青年文明号”1项；校级精品课程6项；校级教学团队4项。
在完成教科研任务的同时，教师积极组织我校学生参加全国、全省各类大学生竞赛，多名教师获得优秀指导教师称号。
学生先后荣获各类
竞赛国家一等奖
2项、国家二等奖6项、山东省一等奖5项、二等奖19项、三等奖32项等。
2
015年，部门有6名教师入围学校特聘岗位，4名教师被评为学校“师德标兵”，8名教师被评为“教学能手”。在这些教科研骨干力量的带领下，部门科研氛围日趋浓厚，教师积极投身教改科研工作，近年来，部门教师主持省部级教科研课题8项，校级教科研课题32项，主参编教材12余部，发表论文90余篇（其中SCI收录2篇）。
二、专业建设日趋完善，教学资源设施优质丰富
基础教学部
强调以理念创新为核心，以素质培养为重点，以应用能力培养为主要内容
，
学生的潜能得到充分发挥，素质得到全面提高。
思政教研室
“思政党支部书记工作室”2019年被遴选为山东高校“双带头人”教师党支部书记工作室培育创建单位。从强化支部政治功能、提升思想政治工作质量、促进学校事业发展、抓好支部班子建设五个方面着手，坚持软件建设和硬件建设相结合，按计划、分步骤开展培育创建工作，积极探索培育符合高校实际、兼顾学科专业特点、可示范可推广的“双带头人”教师党支部书记工作体制机制，充分发挥教师党支部的战斗堡垒作用和党员的先锋模范作用。
硬件设施方面，我部拥有专用多媒体语音室
4个，良好的语言教学设备和环境为学生立体化地学好外语
创造了条件，
更为历届毕业生的顺利就业提供了有力保障。为提高我部毕业生就业率，我部充分利用就
业指导教研室的优势，
成立就业指导小组，开设就业指导课，提升学生的就业意识和就业能力。
大学物理实验中心
,主要面向全校理工科专业开设
”
大学物理实验
”
课程，该课程为我国高校独立设课的必修课程
,也是大学生进入高校最早接触,系统的理论与实践相结合的实验基础课。该课程重点培养学生的科学素质、实践动手能力和基本实验技能，为理工科专业学生奠定良好的实验基础。实验中心设有“大学物理实验室（1）”、“大学物理实验室（2）”、“大学物理仿真实验室”等三个实验室，拥有刚体转动惯量组合实验仪、螺线管磁场实验仪、“迈克尔逊干涉与激光波长的测量”等基本实验技能训练项目、综合性实验项目和设计性实验项目。实验中心还承担全校开放实验、学生课外科技活动等任务，指导大学生参
加
科技类竞赛，培育参赛项目。
大学生体质测试实验室，是我校的重要实验室之一，主要承担全校学生体质测试及相关数据上报的任务，身高体重指标测试仪、肺活量测试仪、台阶实验评定指数测试仪、握力测试仪、坐位体前屈测试仪、立定跳远测试仪、
50米跑测试仪，分别对学生的形体匀称度、肺活量、耐力、柔韧性和爆发力进行数据分析，每套测试系统既可以单台使用，又可连接成测试网络直接传输数据，支持全自动测量、语音提示、数据存储、多种模式选择，将无线网络传输技术、传感技术、电磁技术等应用于测量，并与教育部信息中心研发的《国家数据库上报工具》软件实现了端口对接。实验室贯彻《中共中央国务院关于深化教育改革全面推进素质的决定》提出的“学校教育要树立健康第一的指导思想，切实加强体育工作”的精神,执行《国家学生体质健康标准》，对学生进行体质健康测试，为掌握我校学生身体素质的相关数据提供了有力的保障，对增强学生身体素质，培养学生体质、体能检测意识和终生体育意识、加强体育锻炼具有重要意义，同时也可对体育教学提供更为科学、合理的改革建议，保障我校体育教学向着全面、健康发展。
基础教学部
始终坚持公共基础课与专业课
“两手都要抓，两手都要硬”的教改思路，十分注重公共基础课程资源的优化配置，例如
，
《大学英语》课程在部分学院试行分级教学，《形势与政策》课程实施了全校集体备课，《思政》课程引入实践教学环节，《就业指导》课程明确了逐步引导学生参加职业生涯规划大赛等以赛促教、以赛促学的教学思路，《体育》课程开设了健美操、体育舞蹈、跆拳道、足球等项目选修课，深受学生喜爱，逐步调动起了学生学习公共基础课的积极性。
三、加强师资队伍建设
, 适应新形势职业本科教育需要
本着
“深化教学改革，提高人才培养质量”的教学思想，基础教学部以基础教学为中心，理论教学与教学科研并进的教研模式，注重自身教学科研水平的提高，多位教师在省级和校级教学大赛中成绩突出，打造出一支“多元型、实用型”的教学团队，逐渐强化“理论与实践相结合、实践与应用相结合、应用与专业相结合”的教学思路。
为适应学校发展需要，
2019年，部门根据学校要求，相继出台一系列制度措施，根据实际工作需要，引进高层次人才，严控质量关。内培外引，破解人才瓶颈制约，扬长避短，优化师资结构，使学历结构和职称结构合理。如思政教研室全体教师积极参加山东省高校形式政策课教学负责人2019年暑假社会实践研修班、山东省教育厅2019年全省高校思
想
政治理论教师培训班等，全面提高教师素质和水平，把师资队伍建设放在长远发展的战略高度，积极制定人才工作规划和措施，通过国培、省培等多种途径，努力打造一支
“学习型”、“双师型”、“专家型”的名师队伍。
公共基础课面向全校学生开设，具有通识性，能使学生形成正确的
世界观、
人生
观、
价值观，培养良好的道德品质、意志品格，塑造健全人格，提高综合素质和核心竞争力，每一门公共课，都可以潜移默化的培养学生不同方面的素质和能力。各教研室充分运用多种信息化教学手段来创新教学模式，适应新形势下职业本、专科的教学要求。采取集体备课、说课、公开课、技能大赛等形式，从达成的教学目标、教学过程与方法、教学效果、教师基本功等方面加以量化评价，全面提升教师专业技能素质。在大赛中英语教师倪玲展示了她在英语教学中是怎样践行
“信息化教学进课堂”
的
，在课上充分利用了
“反转课堂”“微课”以及就业指导教师赵世磊“蓝墨云班课”等信息化教学手段，并向老师们展示了信息化教学进课堂的成果，
成
效显著。在教师观摩课中，体育教师刘璐幽默诙谐的语言、饱满的热情感染着篮球课堂的学生们
,学生精神饱满，练习积极，课堂气氛活跃，达到了“快乐课堂”的效果
。
教师也在经验交流中互相学习，经验分享，努力查找自身不足，
在
提高自身业务能力的基础上，运用多种信息化化教学手段来创新教学模式
，
适应新形势下职业院校的任教要求。
适时转变观念，更新理念，积极与教学单位、职能部门对接，共同探索多元化应用型人才培养模式，探索并推行综合管理手段和措施，构建多元化立体管理结构，使基础教学工作与专业课程、学生管理有机结合，形成整体合力，从而更好的达到人才培养目标，
对公共基础课的教学和管理进行创造性变革。加强基础课程与专业课程的对接，提高授课针对性，让学生知道为什么学、学什么、怎么去学。在公共基础课教学中培养学生的专业兴趣，稳定专业思想，帮助学生树立专业观念。基础课教师与专业教师之间构建紧密的教研联系，紧跟专业潮流，更好的进行综合知识储备。与学生管理部门紧密配合，双向管理，加强教与学，
“我的课堂我做主”，强调教师的主体地位的同时，必须要担当起与主体性相应的责任，勇于担当，敢于管理，以身作则，科学定位。
结合当前职业本科教学特点与基础教学部的实际情况
，我部
将尝试对接企业，积极探索基础课程双向、双通道培养模式，为专业培养目标服务，为专业课程的学习奠定基础
。
同一门课程，在不同专业中的需求是不一样的，所以，基础部积极探索多元化教学模式，以学生未来就业为目标，对不同专业学生订单式培养量身打造。
以素质教育为中心，紧抓教学常规，注重教学实效，在此前提下，团队建设尤为重要，基础教学部努力为实现学校培养
“能适应时代发展和社会需要的、德智体美全面发展的高层次技术技能人才”的目标，全面提升全体教师的教科研
水平
，以人才培养、科学研究、社会服务全面兼顾，注重知识的积累，促进教科研实力发展，充分调动科研积极性，营造良好学术氛围，团队建设从学术方向、学术水平、年龄结构等方面综合考虑，形成梯队，提升团队积极性和创造性。
在新的形势下，基础教学部面临着新的任务和挑战，我们将在学校党委、行政领导下，再接再励，共谋发展，努力做好本职工作，巩固成果，开拓创新，再创佳绩，为培养高层次技术技能人才做出新的贡献。
作者：
基础教学部

姬广博

编辑：
赵珣

编审：魏本江



",,15,https://www.suet.edu.cn/info/1026/2596.htm
山东工程职业技术大学特色专科专业介绍——鼎利（互联网+）学院工业机器人技术, 发布时间: 2019-08-02,"
1.
培养目标
本专业培养理想信念坚定，德、智、体、美、劳全面发展，具有良好的人文素养、职业道德和创新意识，精益求精的工匠精神，较强的就业能力和可持续发展的能力；掌握本专业知识和技术技能
，
能够从事工业机器人应用系统的设计、编程、调试、运行、维护、销售及技术服务等工作的高层次技术技能人才。
2.
主干课程
机械制图、电工电子技术基础、电机与电气控制、工业机器人应用认知、机械设计基础、
C 语言程序设计、单片机应用技术、工业机器人技术基础、工业机器人自动线安装与调试、机电一体化技术等。
3.
实训条件
工业机器人应用维护实训中心实训区配备有日本
FANUC工业机器人系统六套、华数工业机器人系统一套、智能仓储系统、工业级流水线及RFID数据读写控制系统、AGV智能仓储物流系统、美国BAXTER智能协作机器人系统一套，模拟编程区共有30个工位统一配备有惠普一体机，工业机器人离线编程与操作系统30套以及相应的CAD、C++等教学实训软件。同时可组成智能自动化生产线，引进真实生产项目，让学生在真实自动化生产线完成该专业核心实训项目，熟悉自动化工业机器人生产整个流程，服务工业机器人各层次需求。
4.就业前景
中国现已成为了全球较大的机器人市场，机器人及其智能装备发展创造了更多的工作机会，工业机器人及其智能装备的集成设计、编程操作以及日常维护、修理等方面都需要各方面的专业人才，
就业
前景非常广阔。


",,15,https://www.suet.edu.cn/info/1026/2594.htm
山东工程职业技术大学特色专科专业介绍——鼎利（互联网+）学院移动应用开发, 发布时间: 2019-08-05,"
1.
培养目标
本专业面向软件和信息技术服务业的计算机程序设计员、计算机软件测试员等职业群，
培养
能够从事
Android 开发、iOS 开发、PHP 开发、WEB 前端开发等工作的高素质技术技能人才。
2.
主干课程
HTML5基础、Java程序设计基础、数据库基础
、
Android应用开发基础、Android高级开发技术、Linux配置开发、C语言、计算机专业英语、计算机网络技术、数据结构、计算机操作系统、移动应用交互设计、数据库基础、软件工程、软件产品分析设计与运营
。
3.
实训条件
移动应用开发
实训中心
配置
有
50个标准化工位和一套安防设备，并配有现代化多媒体教学设备及音响，主要配置了移动互联网应用实训工作台、采用案例教学法，运用地图导航系统案例、门户网站案例、企业即时通讯案例、智能考勤案例等教学实训案例，保障了安卓高级开发、Java手机应用程序设计、Web应用开发技术、ASP.NET动态网站程序设计、
i
OS基础开发等专业核心课程的教学实训工作。
4.
优势特色
实训教学采用智翔教育研发的软件开发平台进行教学，极大提高了学生软件开发学习速度。该软件开发平台为现在软件开发公司大量采用的设备，保障了实训环境与企业软件开发公司的对接。教学过程企业全程参与，专业核心课程由企业安排具备丰富行业工作经验的企业工程师来担任。
",,16,https://www.suet.edu.cn/info/1026/2592.htm
山东工程职业技术大学特色专科专业介绍——工商管理学院工商企业管理, 发布时间: 2019-08-06,"
1
.

社会需求
在新形势下，现代企业发展急需具有专业知识的管理者。公司职位中质量检测员、物流业务员、市场调查员、统计分析员、销售人员、人力资源管理员、行政助理、基层班组长、中高层主管、经理及
CEO等人员需求巨大。据劳动部门统计，预计到2020年，我国中小企业数量将达到5000万，所需工商企业管理人员将达到1300万，而工商企业管理专业毕业生预计只有900万左右，缺口大，就业形势好。
2
.

培养目标
本专业培养适应社会市场经济需要，具有扎实市场经济理论基础和综合基本技能，能够熟练运用现代管理知识与方法，在企事业单位、经济管理部门从事经营管理、项目管理以及行政管理等方面工作的高素质
技术技能
人才。
3.
主干课程
现代企业管理、人力资源管理、企业经营管理、财务管理、质量管理、管理信息系统、企业物流管理等。
4.
培养特色
课证融合
。
将考取职业资格证的理论和技能知识分学期融入到专业课程教学计划中，学生学完本专业课程，可以考的相应职业资格证书
，
如企业管理咨询师、人力资源管理师、职业经理人、助理物流师、助理电子商务师等职业资格证书。
以赛促学
。
通过参加各类竞赛促进学习，获取重要的专业技能。竞赛主要有：
ERP手工沙盘竞赛、创业大赛、电子商务大赛、市场营销策划大赛等。
5
.

师资队伍
本专业有专兼职教师
26
人，硕士研究生及以上学历达
60%，双师型教师的比例达到
67
%。
6
.
实习实训条件
工商企业管理实验室目前现有惠普教学用机
60台，相关专业实验
软件
10余套。该实验室主要面向工商企业管理专业、市场营销专业、电子商务专业学生进行试验实训教学。
可支持试验实训项目包括：沙盘模拟实训、市场营销策划实训、网页设计与制作实训、程序设计实训、数据库系统设计与开发项目实训，同时可配合会计电算化实训室完成会计专业软件教学各项实习、实训环节。
7.
就业方向
工商管理专业学生毕业后，可以进入学校合作的大中型知名企业，从事质量检测、物流业务、国际货运代理、市场调查、统计分析、人力资源管理、行政助理、
基
层班组管理、中高层主管、经理等工作。
",,16,https://www.suet.edu.cn/info/1026/2591.htm
我校顺利完成2019年大学生征兵体检工作, 发布时间: 2019-08-07,"
8
月
6日,
我校
30余
名
大
学生参加
了
章丘
区
201
9
年
大学生
应征入伍体检
。此次体检地点选
在
章丘
区
老年体协，
体检项目主要包括内科、外科、口腔、眼科
和心理
等
多
项
检查
。
整个过程严谨、规范，严格按照程序进行，以保证为部队输送身体素质过硬的兵员
。
学校武装部
高度重视此次体检工作。体检之前周密安排，汇总学生信息、发布检前注意事项、多次与学生确认体检时间、地点等，确保每位参检学生能够按时参加，为此次征兵体检做好一切准备工作。
多名参检学生表示，为顺利通过体检，实现自己的军人梦，他们在一个学期前就已经加强身体锻炼，改善饮食、生活作息习惯，防止因身体原因与军营擦肩而过。
“201
8
年的时候我就是因为身体原因与梦想失之交臂，这次我一定不能再错过机会。
”
来自安徽阜阳的
小伙
龚高强
说。
来自机械工程学院的韩鑫表示：
“结果出来之前真的好紧张，希望自己能够通过这次体检，接受部队的挑选。”
作者：学生处

杨立超

编辑：赵珣

编审：汪少龙
",,16,https://www.suet.edu.cn/info/1026/2588.htm
山东工程职业技术大学特色专科专业介绍——工商管理学院市场营销, 发布时间: 2019-08-07,"
1.
培养目标
市场营销专业旨在培养德、智、体、美
、劳
全面发展，具有良好的职业道德、人文素养、实践能力和创新创业意识，掌握调研与策划、销售与管理、市场开发与维护等基本知识以及技术，具备市场分析、营销战略制定、营销活动策划与实施、谈判沟通、客户开拓与维护等能力，可胜任产品销售、业务推广、客户开发与维护、市场调研、渠道拓展、营销策划、广告策划、网络营销等方面工作，具有创新创业创意思维的高素质技术技能人才。
2.
专业特色
市场营销专业秉承
“教学做合一”理念，以“厚品德、尊个性、强基础、重实践”为方针，以学生为主体，以就业为导向，以能力为基础，以赛促学，以赛促教，狠抓学生职业能力和职业素养的培养和提升。本专业重视“产学研用”，深化校企合作，建立了多个校内实训基地和校外实践中心，同时重视实践教学师资
队伍
的建设，为
学生
实践能力培养打下坚实的基础。
3.
双证教育
学生
在校期间可以参
加
市场营销技能大赛、沙盘模拟大赛、市场策划大赛、广告创意大赛、网络营销大赛等实践性活动，培养将理论应用于实践的能力。并通过考试可以获得营销师、商务策划师、电子商务师、管理咨询师等证书。
4.
主干
课程
市场调查与分析
、
市场营销
、
广告理论与实务
、
营销策划
、
推销技术
、
谈判技巧
、
网络营销
、
新媒体营销
、
客户关系管理实务
、
消费心理学
、
公共关系
、
商务礼仪
、
市场分析技术实训
、
广告文案技术实训
、
营销
ERP沙盘实训
、
互联网
+营销技能实训
、
促销技术实训
、
营销实战综合实训
。
5.
就业方向
市场营销专业人才就业面向行业主要是工商、外贸、金融、保险、证券、旅游、房地产、医药、家电、家居、机械、银行、零售等企事业单位。就业的岗位主要是营销策划
、
广告策划
、
客户维护
、
渠道拓展
、
市场业务
、
销售推广
、
电子商务
、
门店管理
、
售后服务
、
管理咨询
、
公关宣传
、
市场调研
、
大数据分析
、
网络营销等
。
",,16,https://www.suet.edu.cn/info/1026/2589.htm
安徽扬子职业技术学院董事长陈强虎一行来我校考察调研, 发布时间: 2019-08-07,"
8
月
7
日上午，
安徽扬子职业技术
学院
董事长陈强虎、党委书记马健、院长徐建平
一行
3
人来我校考察调研。学校副校长李梅松等领导热情接待了
董事长陈强虎
一行。
来宾们在校领导的陪同下参观了
建筑工程学院
、汽车工程训练中心、机械工程训练中心、鼎利学院
、工商物流实训中心、甲骨文
IT云教育中心、E时代创客中心
等实验实训场所。随后，双方在卓越楼五楼第一会议室进行座谈交流，会议由副校长李梅松主持。
会上，双方就申本工作经验进行了交流。副校长李梅松指出，申本是一项系统工程，有利于推动学校总结办学经验、明确办学定位、凝练办学特色、更新办学理念、规范办学行为，进一步提升学校办学质量。从宏观层面上讲，申本工作应做到以下几项：一是科学规划、稳步施策，制定详细实施方案；二是明确建设标准，确保各项办学条件达标或超标；三是根据各阶段任务，抢抓时间节点，完成预定目标；四是强化督查督办、形成完善的质量管控体系。
陈强虎董事长
对我校的热情接待表示感谢，并希望今后两校进一步加强交流与协作，深耕职教，共谋发展
，
共同探索产教融合校企合作新路径
。
作者：党政办公室

刘姣

编辑：赵珣

编审：汪少龙
",,16,https://www.suet.edu.cn/info/1026/2590.htm
